UserID,Easy,Medium,Hard,Topics,T1 Easy,T1 Medium,T1 Hard,Tn_Level,Accuracy,No Of Attempts,Time Taken,Contest Rank,ContestID,Contest Weightage
U4151,99,92,27,18,1,4,4,175353,85.62,4,284,72,contest@4151,51-100
U4152,59,32,52,8,4,4,2,610245,55.79,19,77,90,contest@4152,1-10
U4153,150,28,55,13,1,3,5,255939,84.91,5,266,40,contest@4153,11-20
U4154,58,98,100,6,4,1,2,109436,63.17,9,17,47,contest@4154,1-10
U4155,30,92,56,19,1,5,3,442614,75.96,12,332,70,contest@4155,51-100
U4156,47,84,54,3,4,4,3,809653,53.12,12,339,61,contest@4156,11-20
U4157,103,35,35,5,4,5,5,735854,54.45,13,112,11,contest@4157,51-100
U4158,160,70,48,11,1,5,1,375801,59.85,2,435,11,contest@4158,21-50
U4159,125,73,35,13,3,3,1,979071,81.63,1,413,48,contest@4159,11-20
U4160,91,14,96,12,4,1,2,584659,93.66,18,281,51,contest@4160,1-10
U4161,150,73,18,10,2,5,1,251844,66.12,20,174,29,contest@4161,21-50
U4162,158,5,53,3,1,3,5,107739,50.45,1,151,6,contest@4162,11-20
U4163,86,73,49,14,1,1,1,314204,64.87,8,239,81,contest@4163,51-100
U4164,58,70,41,6,2,5,4,942137,52.62,20,468,21,contest@4164,51-100
U4165,23,65,88,10,3,5,3,517862,93.63,20,246,47,contest@4165,21-50
U4166,10,16,42,5,3,1,2,224630,88.16,5,116,93,contest@4166,21-50
U4167,194,8,27,13,4,2,5,750624,82.11,14,103,44,contest@4167,21-50
U4168,157,8,6,18,2,2,5,509791,86.49,15,60,35,contest@4168,11-20
U4169,139,53,53,7,2,4,1,979097,72.89,13,430,55,contest@4169,21-50
U4170,179,44,29,15,2,4,1,650198,60.19,17,384,12,contest@4170,21-50
U4171,146,9,18,11,4,2,5,410113,57.5,17,479,100,contest@4171,1-10
U4172,191,100,82,20,4,5,2,658361,66.57,8,43,71,contest@4172,51-100
U4173,129,30,43,6,4,2,1,719633,87.73,9,358,37,contest@4173,51-100
U4174,174,88,24,12,1,4,4,614126,57.99,6,263,97,contest@4174,21-50
U4175,138,8,95,15,1,2,2,951558,76.88,4,163,92,contest@4175,11-20
U4176,186,77,35,11,5,3,2,276231,64.61,9,231,23,contest@4176,21-50
U4177,142,99,12,11,4,2,2,644236,54.05,18,220,96,contest@4177,1-10
U4178,170,31,59,11,5,2,3,311404,96.95,2,190,64,contest@4178,1-10
U4179,95,52,84,8,4,5,1,667231,60.39,10,278,8,contest@4179,21-50
U4180,83,35,53,9,1,4,5,542120,51.45,7,23,82,contest@4180,1-10
U4181,46,15,50,5,1,2,3,622526,62.57,12,228,8,contest@4181,11-20
U4182,66,41,47,15,2,1,2,625191,75.11,4,259,21,contest@4182,51-100
U4183,43,88,15,17,4,4,5,977832,98.46,13,32,45,contest@4183,51-100
U4184,84,89,6,6,4,1,5,170048,94.82,19,55,99,contest@4184,1-10
U4185,101,48,29,16,4,1,2,402323,64.96,20,69,33,contest@4185,51-100
U4186,36,34,19,9,3,4,4,416390,79.33,17,69,40,contest@4186,21-50
U4187,135,32,100,6,1,2,1,194611,58.92,3,64,59,contest@4187,11-20
U4188,88,43,57,4,1,2,3,155795,78.84,13,28,93,contest@4188,1-10
U4189,92,52,45,9,5,2,2,489736,96.36,13,459,55,contest@4189,1-10
U4190,96,77,77,10,3,5,5,123102,59.02,16,448,19,contest@4190,21-50
U4191,162,49,17,9,5,5,5,152640,62.02,17,221,54,contest@4191,51-100
U4192,112,83,43,8,3,2,2,532701,99.1,15,83,96,contest@4192,1-10
U4193,174,99,87,20,4,4,1,608897,53.07,14,343,93,contest@4193,1-10
U4194,42,57,17,5,3,2,2,384961,56.92,4,113,29,contest@4194,51-100
U4195,42,51,10,9,4,3,3,106820,95.38,9,325,37,contest@4195,11-20
U4196,33,66,58,13,2,3,3,730459,66.22,12,338,75,contest@4196,21-50
U4197,35,40,45,8,5,3,4,686113,94.4,11,152,63,contest@4197,21-50
U4198,142,75,23,19,4,4,5,497834,91.94,10,146,90,contest@4198,1-10
U4199,56,66,78,13,4,4,2,904732,89.07,12,395,6,contest@4199,51-100
U4200,86,58,15,15,1,4,1,768418,95.51,12,497,18,contest@4200,11-20
U4201,59,75,15,17,5,2,4,856404,96.21,10,428,40,contest@4201,21-50
U4202,40,49,30,4,3,5,4,490304,73.69,9,481,71,contest@4202,1-10
U4203,134,47,12,20,1,5,5,449434,69.08,5,93,4,contest@4203,51-100
U4204,77,32,69,18,5,4,1,294543,88.84,15,40,39,contest@4204,21-50
U4205,103,98,46,9,4,5,5,674405,67.61,17,209,73,contest@4205,1-10
U4206,112,90,93,13,3,4,5,918294,88.65,7,383,84,contest@4206,21-50
U4207,84,90,31,11,1,4,5,258386,64.57,5,117,20,contest@4207,21-50
U4208,192,83,55,17,1,4,4,604645,71.2,18,298,72,contest@4208,1-10
U4209,101,82,41,6,3,1,5,523560,85.99,18,371,79,contest@4209,11-20
U4210,114,63,26,16,5,5,2,276691,87.03,4,453,18,contest@4210,1-10
U4211,79,8,55,5,3,1,3,160719,51.66,4,49,69,contest@4211,1-10
U4212,85,79,62,3,5,3,3,250872,75.66,19,315,93,contest@4212,51-100
U4213,11,52,77,11,4,1,1,297412,59.21,4,314,43,contest@4213,11-20
U4214,112,39,92,17,2,4,1,952237,91.13,5,332,45,contest@4214,11-20
U4215,39,57,12,13,5,2,5,664034,94.14,19,441,24,contest@4215,51-100
U4216,200,88,37,14,1,1,5,525594,90.42,16,207,60,contest@4216,21-50
U4217,119,52,51,8,5,1,3,317727,63.51,16,23,66,contest@4217,1-10
U4218,157,58,43,18,1,4,4,305072,56.95,11,102,74,contest@4218,1-10
U4219,69,30,91,7,1,3,3,763722,85.86,15,430,91,contest@4219,11-20
U4220,101,70,41,19,1,2,5,853838,54.99,15,164,72,contest@4220,21-50
U4221,58,22,35,16,2,1,1,757645,91.5,3,52,66,contest@4221,51-100
U4222,24,35,12,3,4,4,4,906827,89.87,9,360,21,contest@4222,51-100
U4223,180,65,93,9,1,2,1,682213,77.64,11,439,17,contest@4223,1-10
U4224,20,54,96,18,5,3,4,592249,89.88,5,86,71,contest@4224,11-20
U4225,82,39,43,20,5,3,3,971816,92.65,6,56,64,contest@4225,51-100
U4226,132,51,98,10,4,2,1,864168,99.81,5,84,61,contest@4226,21-50
U4227,52,15,28,5,2,3,3,737551,57.24,7,405,33,contest@4227,1-10
U4228,178,66,91,16,4,2,3,812282,96.94,12,121,24,contest@4228,1-10
U4229,87,71,58,3,3,1,5,955746,56.31,12,368,90,contest@4229,21-50
U4230,196,48,25,4,2,1,2,558457,73.89,8,457,65,contest@4230,51-100
U4231,71,85,24,17,3,1,1,158868,90.91,18,487,30,contest@4231,21-50
U4232,166,56,56,7,5,2,2,196639,78.21,10,43,18,contest@4232,51-100
U4233,74,67,49,18,5,1,2,368481,69.88,8,82,45,contest@4233,1-10
U4234,192,10,90,8,5,1,4,249664,59.18,16,359,99,contest@4234,1-10
U4235,68,18,21,9,5,5,5,506541,70.25,2,293,56,contest@4235,11-20
U4236,103,19,97,15,1,4,4,148061,85.77,11,183,67,contest@4236,51-100
U4237,140,8,91,15,5,4,4,389896,72.1,9,355,25,contest@4237,51-100
U4238,186,56,84,12,5,5,4,706852,51.62,14,382,48,contest@4238,1-10
U4239,24,59,56,17,1,4,2,651474,86.3,5,240,14,contest@4239,11-20
U4240,100,59,31,12,5,2,3,249178,87.9,11,73,24,contest@4240,21-50
U4241,160,41,15,19,1,4,1,402058,60.44,13,348,37,contest@4241,1-10
U4242,174,8,100,16,3,5,3,717861,55.03,8,87,100,contest@4242,21-50
U4243,59,96,80,15,5,3,4,186264,87.22,9,338,30,contest@4243,11-20
U4244,144,6,68,12,5,2,5,316983,89.05,9,126,13,contest@4244,51-100
U4245,169,54,6,11,4,5,1,405538,99.7,15,481,16,contest@4245,51-100
U4246,117,8,58,19,5,1,2,258607,53.69,1,84,32,contest@4246,1-10
U4247,168,54,56,9,3,5,2,863193,61.87,3,463,52,contest@4247,51-100
U4248,28,27,39,20,1,3,4,354105,70.13,7,408,93,contest@4248,21-50
U4249,134,84,70,13,5,2,2,436494,54.23,6,103,94,contest@4249,51-100
U4250,80,82,74,8,4,5,3,560234,86.39,16,29,90,contest@4250,1-10
U4251,129,90,63,18,4,4,5,247966,62.36,15,271,45,contest@4251,1-10
U4252,182,24,66,10,1,1,2,222709,58.69,3,397,5,contest@4252,21-50
U4253,57,92,65,17,4,5,4,540025,61.77,11,476,77,contest@4253,51-100
U4254,143,30,17,15,2,1,2,432754,73.96,14,8,30,contest@4254,21-50
U4255,88,19,10,20,4,2,4,378249,88.5,15,285,22,contest@4255,21-50
U4256,50,57,44,17,3,3,1,451125,69.85,4,196,76,contest@4256,1-10
U4257,99,17,9,13,2,3,2,699266,59.09,10,25,23,contest@4257,11-20
U4258,151,55,21,8,3,1,2,751519,90.35,18,431,55,contest@4258,51-100
U4259,84,29,96,10,3,2,2,375216,51.93,1,283,10,contest@4259,1-10
U4260,171,50,32,17,2,5,2,481817,95.73,1,242,76,contest@4260,1-10
U4261,46,86,48,4,2,4,4,715953,78.15,14,366,88,contest@4261,1-10
U4262,106,65,35,15,1,3,4,460945,57.44,5,417,24,contest@4262,1-10
U4263,32,92,45,14,3,5,2,391014,97.65,14,44,75,contest@4263,51-100
U4264,170,87,39,19,1,2,2,674761,85.52,10,471,58,contest@4264,11-20
U4265,100,36,88,6,5,4,2,551084,62.28,6,236,94,contest@4265,21-50
U4266,17,86,40,8,4,1,3,655700,53.02,16,292,93,contest@4266,21-50
U4267,71,72,76,6,5,4,3,643087,98.48,1,215,12,contest@4267,21-50
U4268,163,54,14,12,2,1,4,511221,82.84,20,146,55,contest@4268,21-50
U4269,75,59,11,18,5,2,3,971659,97.3,12,84,80,contest@4269,51-100
U4270,186,99,86,9,1,1,2,809836,54.19,3,204,16,contest@4270,11-20
U4271,23,25,76,13,3,4,5,275777,68.54,17,363,25,contest@4271,51-100
U4272,162,88,59,18,4,5,2,271784,78.35,3,121,11,contest@4272,51-100
U4273,180,63,97,5,3,1,3,976182,51.56,4,355,10,contest@4273,51-100
U4274,122,10,15,20,3,2,2,780096,86.27,10,182,35,contest@4274,1-10
U4275,194,23,27,20,1,3,3,832124,79.56,18,244,57,contest@4275,51-100
U4276,24,93,32,5,2,1,2,790094,94.17,12,304,54,contest@4276,21-50
U4277,139,22,70,3,3,4,2,872669,96.6,12,318,5,contest@4277,11-20
U4278,18,58,9,16,1,2,2,272845,94.8,19,475,63,contest@4278,1-10
U4279,71,79,29,19,2,1,4,365829,99.92,7,124,38,contest@4279,11-20
U4280,181,93,82,17,5,2,5,275438,62.96,14,284,90,contest@4280,51-100
U4281,32,48,37,7,2,2,4,265432,95.67,1,139,40,contest@4281,51-100
U4282,21,93,26,17,1,3,3,591832,59.63,7,324,60,contest@4282,11-20
U4283,85,34,60,20,3,3,1,435976,60.04,9,37,83,contest@4283,1-10
U4284,68,13,9,17,3,3,2,640989,96.53,12,439,36,contest@4284,1-10
U4285,187,41,89,11,3,4,1,926604,61.78,14,314,54,contest@4285,21-50
U4286,140,39,51,20,4,1,4,442668,66.34,1,273,51,contest@4286,1-10
U4287,165,61,7,19,5,5,5,243358,95.46,15,17,62,contest@4287,11-20
U4288,106,91,89,7,2,1,5,165212,70.62,16,343,63,contest@4288,1-10
U4289,171,55,52,12,4,1,1,608673,76.69,1,369,98,contest@4289,21-50
U4290,191,28,98,4,2,4,3,856112,84.0,12,460,95,contest@4290,51-100
U4291,175,99,84,11,5,1,2,280511,57.77,20,54,35,contest@4291,21-50
U4292,15,100,86,19,5,1,2,567166,58.55,13,125,12,contest@4292,51-100
U4293,77,82,59,12,1,3,2,994769,79.74,19,118,98,contest@4293,51-100
U4294,166,40,75,19,3,4,3,931980,83.17,3,187,24,contest@4294,11-20
U4295,175,6,82,9,4,5,4,606398,59.36,6,184,5,contest@4295,11-20
U4296,18,92,61,12,3,3,4,303735,71.99,8,46,38,contest@4296,21-50
U4297,155,35,7,20,5,2,3,377179,81.23,20,146,80,contest@4297,1-10
U4298,107,8,58,6,5,4,3,106034,92.9,4,458,81,contest@4298,1-10
U4299,162,30,71,8,5,1,2,776983,69.5,9,387,53,contest@4299,11-20
U4300,81,78,92,17,5,4,2,418456,94.86,20,88,42,contest@4300,21-50
U4301,37,12,68,13,3,1,4,407065,91.99,2,276,14,contest@4301,1-10
U4302,120,25,35,5,4,3,1,940755,79.75,4,53,41,contest@4302,21-50
U4303,80,68,37,10,2,2,3,586998,58.9,1,395,58,contest@4303,21-50
U4304,99,51,74,13,5,3,5,140543,95.28,2,194,94,contest@4304,11-20
U4305,150,41,85,15,4,5,1,474094,60.11,11,165,26,contest@4305,11-20
U4306,133,98,72,13,3,5,3,689235,60.54,4,486,18,contest@4306,21-50
U4307,46,46,32,14,3,2,4,620570,62.05,17,234,20,contest@4307,51-100
U4308,126,40,31,8,5,4,2,818968,53.71,19,333,45,contest@4308,51-100
U4309,110,93,89,6,3,2,4,782297,67.94,7,340,77,contest@4309,51-100
U4310,10,66,83,15,5,3,1,129823,89.17,18,332,12,contest@4310,51-100
U4311,58,20,22,12,4,5,1,783098,84.79,20,44,27,contest@4311,1-10
U4312,126,15,44,15,4,2,2,244799,60.95,17,152,60,contest@4312,11-20
U4313,57,30,15,16,2,3,3,349986,66.47,17,315,62,contest@4313,1-10
U4314,87,29,88,4,2,1,4,999385,68.4,15,111,90,contest@4314,1-10
U4315,156,31,86,17,3,5,1,767215,65.45,15,474,82,contest@4315,21-50
U4316,65,82,37,7,1,4,2,876021,90.58,3,79,76,contest@4316,11-20
U4317,169,63,96,14,5,1,2,594196,70.82,7,7,50,contest@4317,11-20
U4318,70,18,84,18,5,2,2,735301,51.37,17,143,48,contest@4318,21-50
U4319,137,52,18,9,5,3,1,791404,75.52,16,335,26,contest@4319,1-10
U4320,51,79,72,4,4,5,2,485784,64.91,20,358,88,contest@4320,21-50
U4321,188,31,51,14,1,1,2,640738,69.06,1,249,57,contest@4321,1-10
U4322,68,10,83,19,4,5,5,286282,68.35,2,263,59,contest@4322,11-20
U4323,92,59,84,19,2,5,4,461786,83.83,16,272,50,contest@4323,51-100
U4324,47,80,56,5,1,2,5,856779,67.64,16,11,63,contest@4324,51-100
U4325,143,25,95,16,3,2,3,166108,72.38,17,329,81,contest@4325,1-10
U4326,38,70,100,16,1,3,3,646009,95.94,11,200,1,contest@4326,21-50
U4327,81,57,59,7,5,5,1,134758,75.56,17,312,68,contest@4327,51-100
U4328,29,47,28,6,1,5,1,506693,66.7,18,314,92,contest@4328,21-50
U4329,134,90,12,8,5,2,3,643496,92.89,9,446,65,contest@4329,21-50
U4330,82,86,41,18,2,2,3,768833,72.2,6,184,74,contest@4330,21-50
U4331,137,97,7,5,2,4,2,401062,59.74,12,128,98,contest@4331,1-10
U4332,179,45,24,18,1,2,1,494082,50.29,16,221,7,contest@4332,51-100
U4333,179,50,15,20,2,2,5,363896,70.0,6,124,80,contest@4333,51-100
U4334,149,13,26,3,3,1,5,841807,81.41,14,123,85,contest@4334,11-20
U4335,131,49,31,20,3,1,4,870923,79.3,3,398,56,contest@4335,1-10
U4336,72,72,57,17,4,4,3,451139,62.05,12,2,14,contest@4336,11-20
U4337,50,40,82,6,1,3,5,232049,55.45,18,39,17,contest@4337,21-50
U4338,96,60,50,11,5,1,3,122708,96.79,18,24,32,contest@4338,1-10
U4339,48,98,84,16,4,4,1,939769,60.6,8,95,42,contest@4339,11-20
U4340,123,18,66,13,4,4,1,188400,82.81,6,455,22,contest@4340,21-50
U4341,131,30,62,11,3,3,2,678716,87.88,11,296,20,contest@4341,11-20
U4342,116,63,61,11,3,2,4,659459,97.25,12,116,69,contest@4342,51-100
U4343,185,83,46,16,5,4,3,232711,74.47,1,458,15,contest@4343,51-100
U4344,168,50,86,17,5,3,3,165825,91.72,10,10,16,contest@4344,51-100
U4345,33,91,38,7,2,2,3,987337,90.24,20,301,31,contest@4345,51-100
U4346,148,33,81,10,5,4,4,150675,52.99,15,472,75,contest@4346,1-10
U4347,153,89,8,19,4,1,2,941780,95.4,18,270,66,contest@4347,51-100
U4348,126,38,44,11,4,3,4,988874,59.92,4,462,6,contest@4348,21-50
U4349,197,55,31,19,5,1,2,266077,65.33,2,101,87,contest@4349,1-10
U4350,145,16,21,16,2,5,1,334421,69.91,6,112,20,contest@4350,11-20
U4351,77,25,85,20,2,5,3,654982,50.71,1,81,6,contest@4351,51-100
U4352,10,29,90,15,1,3,3,418525,74.55,15,480,9,contest@4352,1-10
U4353,92,42,81,17,5,5,2,288399,53.16,6,55,51,contest@4353,21-50
U4354,85,15,44,7,5,2,3,220899,72.2,20,396,76,contest@4354,11-20
U4355,159,87,61,10,1,1,2,340010,93.81,16,1,63,contest@4355,1-10
U4356,36,8,63,14,4,5,5,504743,64.91,6,25,30,contest@4356,21-50
U4357,36,31,67,9,4,2,4,903027,52.48,9,455,28,contest@4357,11-20
U4358,17,68,54,11,1,1,3,807642,73.17,18,479,46,contest@4358,51-100
U4359,160,98,83,5,4,3,5,480021,51.59,6,311,41,contest@4359,1-10
U4360,156,33,27,11,3,1,3,962415,50.68,14,45,76,contest@4360,21-50
U4361,171,58,74,15,1,4,3,741911,74.83,12,116,47,contest@4361,51-100
U4362,166,100,46,7,4,2,2,887994,82.66,11,146,16,contest@4362,1-10
U4363,17,18,99,14,1,5,3,379242,66.25,4,130,33,contest@4363,1-10
U4364,134,53,87,9,3,1,2,705148,83.55,20,101,4,contest@4364,21-50
U4365,126,73,11,16,3,5,4,151955,87.59,18,54,34,contest@4365,21-50
U4366,88,98,71,14,2,2,2,349565,89.88,20,59,93,contest@4366,21-50
U4367,28,100,39,9,3,5,4,461023,99.14,7,129,58,contest@4367,1-10
U4368,65,89,75,9,4,5,3,335759,78.73,4,98,26,contest@4368,21-50
U4369,163,5,96,12,3,3,4,414847,61.2,15,153,50,contest@4369,21-50
U4370,32,61,68,8,4,2,1,481172,99.06,3,346,15,contest@4370,1-10
U4371,186,13,32,7,5,4,1,154722,75.84,11,334,66,contest@4371,1-10
U4372,168,29,84,17,3,4,1,201979,53.64,20,370,88,contest@4372,11-20
U4373,115,64,80,7,1,2,3,992980,72.23,5,154,64,contest@4373,11-20
U4374,89,65,89,6,1,1,4,288303,87.22,15,97,13,contest@4374,21-50
U4375,28,87,99,11,4,2,5,259427,50.22,20,152,5,contest@4375,11-20
U4376,27,33,90,15,4,4,2,465840,53.73,14,169,83,contest@4376,51-100
U4377,27,21,22,16,5,5,1,816431,57.13,14,389,72,contest@4377,21-50
U4378,141,48,40,19,5,1,2,683020,96.21,2,66,57,contest@4378,21-50
U4379,23,98,63,3,1,1,5,937009,66.03,8,355,89,contest@4379,1-10
U4380,101,7,48,5,1,4,2,897149,94.58,7,233,83,contest@4380,21-50
U4381,70,20,19,17,5,4,5,585611,87.57,3,420,60,contest@4381,11-20
U4382,158,31,25,12,5,5,2,253093,83.96,4,452,81,contest@4382,11-20
U4383,129,79,36,16,2,4,3,970205,76.92,16,237,31,contest@4383,1-10
U4384,141,78,91,10,3,5,1,707618,86.31,9,190,39,contest@4384,11-20
U4385,88,71,71,5,4,2,2,927052,86.31,8,482,49,contest@4385,11-20
U4386,102,73,81,14,5,2,2,143887,67.91,1,492,76,contest@4386,51-100
U4387,182,61,30,7,3,2,2,125870,67.39,9,215,42,contest@4387,51-100
U4388,186,74,33,17,5,3,2,952769,94.44,14,456,60,contest@4388,11-20
U4389,108,83,65,20,5,1,4,709306,74.54,17,484,70,contest@4389,11-20
U4390,67,95,36,16,2,5,5,932541,53.52,10,140,86,contest@4390,11-20
U4391,197,20,74,7,4,4,4,175508,84.6,20,64,42,contest@4391,11-20
U4392,25,50,39,4,4,4,4,899843,94.24,18,33,12,contest@4392,51-100
U4393,21,69,27,7,5,3,3,585843,68.08,11,271,80,contest@4393,11-20
U4394,76,70,40,16,1,2,2,206845,85.57,15,98,54,contest@4394,21-50
U4395,62,11,84,15,5,4,1,860919,53.71,15,152,99,contest@4395,11-20
U4396,117,62,34,9,4,4,4,356879,60.99,12,175,19,contest@4396,21-50
U4397,27,17,100,18,5,4,1,758653,86.11,14,122,43,contest@4397,21-50
U4398,57,21,26,15,3,1,1,286663,94.58,4,362,91,contest@4398,11-20
U4399,86,83,93,13,4,4,3,473771,53.6,14,27,45,contest@4399,11-20
U4400,200,7,80,14,1,1,3,716714,98.12,9,20,58,contest@4400,51-100
U4401,195,82,83,4,5,1,1,864481,57.17,6,164,29,contest@4401,51-100
U4402,156,38,36,16,1,3,1,860234,98.2,13,63,85,contest@4402,11-20
U4403,128,85,70,3,5,5,3,443623,87.16,10,232,22,contest@4403,1-10
U4404,159,67,27,10,3,3,4,776166,64.04,10,36,22,contest@4404,11-20
U4405,11,20,90,10,4,4,4,337103,98.33,10,39,23,contest@4405,21-50
U4406,154,69,21,7,3,1,5,317918,75.28,2,46,34,contest@4406,11-20
U4407,81,32,48,4,2,4,3,849463,52.52,18,185,72,contest@4407,11-20
U4408,158,93,12,15,4,1,2,821293,78.04,16,354,39,contest@4408,11-20
U4409,46,75,94,8,2,2,4,673706,90.79,2,452,65,contest@4409,51-100
U4410,104,27,92,8,4,3,1,646732,91.95,11,309,76,contest@4410,1-10
U4411,165,52,67,3,5,4,1,200587,86.14,7,109,98,contest@4411,51-100
U4412,125,86,34,16,4,5,5,756187,63.5,14,412,5,contest@4412,1-10
U4413,116,11,17,19,3,2,3,558148,88.86,1,384,19,contest@4413,51-100
U4414,174,22,7,19,1,1,2,453078,52.97,14,448,59,contest@4414,21-50
U4415,170,47,26,6,4,5,1,339301,79.16,14,98,43,contest@4415,1-10
U4416,133,11,6,6,2,3,3,109125,71.61,11,273,48,contest@4416,11-20
U4417,144,62,87,17,5,1,1,302895,93.85,16,27,55,contest@4417,51-100
U4418,122,48,49,20,1,5,3,948916,73.45,16,285,53,contest@4418,1-10
U4419,140,28,7,3,5,2,1,654525,61.27,13,80,42,contest@4419,11-20
U4420,174,76,14,10,1,2,4,296686,57.1,18,107,81,contest@4420,1-10
U4421,194,52,94,10,4,4,5,802319,69.1,8,236,30,contest@4421,1-10
U4422,75,23,87,4,3,4,4,515711,91.06,17,459,92,contest@4422,51-100
U4423,98,40,60,18,1,4,4,917812,82.87,2,294,1,contest@4423,21-50
U4424,188,63,67,11,5,1,4,869634,93.23,6,331,4,contest@4424,1-10
U4425,129,78,71,9,2,3,4,937659,56.38,18,55,69,contest@4425,51-100
U4426,144,46,68,9,3,5,4,138943,67.51,7,205,92,contest@4426,51-100
U4427,16,76,24,13,2,4,4,267463,53.48,3,414,92,contest@4427,21-50
U4428,13,57,79,5,1,5,2,594393,67.69,3,243,52,contest@4428,1-10
U4429,38,31,90,16,5,5,3,500058,94.17,5,32,32,contest@4429,11-20
U4430,142,56,25,9,5,4,4,419283,59.43,5,64,79,contest@4430,1-10
U4431,49,85,19,17,2,1,3,905170,66.02,10,63,70,contest@4431,51-100
U4432,199,15,18,7,2,3,2,496418,53.54,3,330,25,contest@4432,21-50
U4433,186,14,20,14,3,3,2,384457,89.5,17,58,25,contest@4433,11-20
U4434,94,87,32,16,3,5,3,963462,67.52,9,23,3,contest@4434,11-20
U4435,104,89,22,13,4,2,5,395906,88.44,18,10,59,contest@4435,21-50
U4436,68,48,48,7,3,4,5,800731,99.46,10,239,45,contest@4436,1-10
U4437,93,79,82,5,1,1,5,105874,96.86,18,372,72,contest@4437,1-10
U4438,112,34,85,12,4,3,2,872730,91.35,17,214,69,contest@4438,21-50
U4439,11,43,55,13,2,2,5,742438,93.58,12,344,27,contest@4439,21-50
U4440,32,99,89,17,1,5,4,852147,63.17,8,18,66,contest@4440,1-10
U4441,18,11,53,5,5,1,1,725237,65.97,19,406,11,contest@4441,51-100
U4442,76,96,86,10,4,5,4,667426,60.96,15,416,64,contest@4442,11-20
U4443,156,84,87,17,4,4,1,491466,64.36,17,83,93,contest@4443,1-10
U4444,149,23,52,9,5,5,1,528009,82.02,8,242,41,contest@4444,21-50
U4445,56,56,91,6,5,2,4,285739,50.36,7,297,66,contest@4445,11-20
U4446,194,91,47,20,2,3,2,278896,80.1,6,365,20,contest@4446,1-10
U4447,196,31,49,19,4,4,3,788275,98.16,17,65,78,contest@4447,11-20
U4448,15,73,36,9,1,5,4,193782,54.8,3,106,5,contest@4448,21-50
U4449,58,13,42,3,3,1,5,385931,80.42,15,221,35,contest@4449,1-10
U4450,95,16,13,13,4,2,2,537239,73.37,16,374,57,contest@4450,51-100
U4451,176,70,41,10,4,3,1,844049,92.4,6,289,22,contest@4451,51-100
U4452,91,61,81,15,3,5,5,491017,78.84,3,108,74,contest@4452,51-100
U4453,140,14,74,19,3,4,4,454504,80.78,13,199,72,contest@4453,11-20
U4454,94,38,43,17,3,5,5,577125,81.67,2,103,79,contest@4454,51-100
U4455,162,44,76,19,3,2,3,116211,67.41,15,293,15,contest@4455,21-50
U4456,46,89,89,12,1,2,5,159426,79.63,14,367,98,contest@4456,51-100
U4457,135,14,100,13,2,2,3,169033,56.11,13,341,57,contest@4457,51-100
U4458,101,67,69,5,4,4,1,177215,52.09,5,378,69,contest@4458,1-10
U4459,164,33,66,10,1,2,4,925378,73.36,2,481,17,contest@4459,21-50
U4460,152,55,18,14,5,1,1,368476,96.42,15,145,37,contest@4460,51-100
U4461,92,36,6,17,3,2,3,682285,84.59,1,379,49,contest@4461,1-10
U4462,112,70,20,18,1,1,5,757059,52.02,2,407,97,contest@4462,11-20
U4463,142,17,46,17,5,4,3,850452,62.25,5,374,15,contest@4463,51-100
U4464,22,41,69,13,4,5,5,493725,88.92,16,312,28,contest@4464,1-10
U4465,92,93,73,8,3,5,4,194081,53.13,18,343,11,contest@4465,1-10
U4466,174,32,87,13,4,3,3,866653,59.41,9,177,38,contest@4466,1-10
U4467,101,44,45,18,4,3,5,383534,96.17,1,124,98,contest@4467,51-100
U4468,81,22,65,11,4,4,2,812676,51.34,1,311,47,contest@4468,11-20
U4469,55,33,74,5,3,4,3,244901,94.36,11,303,15,contest@4469,1-10
U4470,101,5,18,14,1,1,1,436959,66.14,8,167,31,contest@4470,51-100
U4471,156,44,60,16,5,4,3,274827,57.36,2,393,49,contest@4471,1-10
U4472,103,13,45,6,1,2,4,204253,85.02,9,466,86,contest@4472,1-10
U4473,67,78,87,6,4,5,3,331047,89.85,1,302,58,contest@4473,51-100
U4474,183,12,77,19,1,5,1,685236,55.25,8,451,22,contest@4474,21-50
U4475,108,79,85,11,2,5,1,593769,67.87,20,208,95,contest@4475,21-50
U4476,165,80,75,3,5,4,3,276145,59.93,9,483,4,contest@4476,51-100
U4477,46,97,93,14,5,1,5,995478,64.67,1,289,60,contest@4477,11-20
U4478,194,75,42,19,5,2,2,730062,85.95,3,430,74,contest@4478,21-50
U4479,176,33,8,8,3,2,2,325445,54.06,19,152,66,contest@4479,51-100
U4480,49,36,29,4,3,3,4,667821,99.5,14,370,34,contest@4480,21-50
U4481,57,63,75,4,5,4,5,606202,64.25,12,447,38,contest@4481,21-50
U4482,10,25,39,12,5,5,2,318353,66.21,9,484,95,contest@4482,51-100
U4483,182,46,60,7,3,3,3,219217,69.92,15,176,60,contest@4483,51-100
U4484,33,99,10,7,3,2,3,371334,97.01,5,3,56,contest@4484,21-50
U4485,26,21,56,18,2,3,4,285911,52.01,17,250,33,contest@4485,21-50
U4486,196,6,10,6,3,5,1,132146,82.29,3,229,7,contest@4486,11-20
U4487,199,82,61,15,4,5,4,661872,60.13,8,326,86,contest@4487,1-10
U4488,98,85,65,15,3,1,3,785547,69.08,7,103,16,contest@4488,51-100
U4489,31,18,91,17,3,4,2,379249,91.61,17,373,10,contest@4489,21-50
