UserID,No. Of Contests,No. of Questions,Easy,Medium,Hard,Topics,T1 Easy,T1 Medium,T1 Hard,Tn_Level,Accuracy,No Of Attempts,Time Taken,Platform Rank
U4009,1,244,53,70,90,15,1,2,4,409501,60.2,8,239,N4
U4010,19,79,133,26,76,4,2,2,4,254260,60.08,17,213,N5
U4011,3,161,40,74,12,8,1,4,1,710845,54.64,4,47,N2
U4012,3,471,87,61,78,9,3,4,5,184083,51.48,7,83,N2
U4013,2,60,121,78,5,15,2,5,1,940291,59.99,6,154,N1
U4014,15,133,151,32,31,15,2,1,2,172390,75.25,6,114,N2
U4015,20,458,86,52,17,4,5,4,5,962673,83.57,17,444,N3
U4016,7,442,176,7,67,11,3,4,2,308553,98.42,4,448,N5
U4017,7,185,86,9,41,5,2,4,5,184668,72.32,1,292,N1
U4018,2,247,73,18,50,13,4,3,1,175560,70.2,17,359,N4
U4019,5,121,61,100,27,4,4,2,4,519872,53.78,8,195,N3
U4020,10,355,20,83,70,20,3,5,5,642458,89.2,2,491,N2
U4021,17,379,51,44,63,15,5,2,5,656839,92.29,7,442,N1
U4022,18,191,137,13,75,5,1,5,1,950997,80.73,6,89,N2
U4023,18,348,100,58,63,4,5,2,2,297675,54.99,5,233,N5
U4024,16,375,97,16,68,17,1,3,1,229100,81.6,2,254,N3
U4025,20,252,130,62,28,7,5,5,2,404584,76.64,5,126,N2
U4026,20,288,168,92,74,14,1,2,4,966372,69.98,19,263,N1
U4027,8,240,136,64,8,20,3,5,2,199969,87.02,18,257,N5
U4028,1,356,120,46,88,16,3,4,2,197063,50.31,19,22,N3
U4029,18,268,103,9,62,14,5,1,2,783660,59.84,16,279,N5
U4030,5,85,116,13,93,6,2,2,5,121595,87.18,3,155,N5
U4031,7,188,37,9,47,19,2,2,1,687017,77.31,13,215,N4
U4032,4,114,26,33,87,12,3,2,5,636443,75.82,8,413,N3
U4033,9,341,144,73,13,9,2,2,4,771990,65.02,5,70,N3
U4034,14,196,128,82,59,12,3,1,3,451810,86.83,10,290,N2
U4035,9,152,187,57,36,16,2,1,1,461393,76.59,9,413,N4
U4036,7,287,99,34,100,10,4,3,2,844416,87.0,6,75,N1
U4037,9,231,17,70,60,15,3,4,2,518458,64.85,19,243,N1
U4038,9,471,98,15,88,20,4,2,3,723180,53.98,6,39,N3
U4039,7,163,143,93,97,17,4,2,1,721449,94.1,7,347,N1
U4040,13,105,19,40,63,15,4,5,3,691094,99.35,15,431,N4
U4041,6,235,21,35,20,5,4,2,5,867363,61.26,4,97,N2
U4042,16,313,62,33,44,18,5,4,1,477297,59.45,12,134,N4
U4043,10,108,89,19,74,4,5,4,3,708582,55.01,12,450,N2
U4044,20,267,185,20,21,12,4,3,5,542035,95.63,5,478,N3
U4045,7,69,53,55,91,4,2,2,5,163551,89.05,16,391,N1
U4046,18,228,117,30,93,7,2,1,1,933183,66.27,7,197,N5
U4047,20,124,122,49,76,3,4,5,3,640725,92.04,16,358,N1
U4048,14,311,194,76,30,14,1,2,4,778142,63.75,7,27,N5
U4049,16,380,99,60,77,3,1,3,3,614119,71.3,12,124,N1
U4050,2,233,157,91,35,19,2,2,5,157607,59.84,20,37,N2
U4051,13,191,83,44,20,16,1,5,4,265837,79.33,18,330,N5
U4052,13,360,132,44,47,5,1,1,5,623168,56.96,20,413,N2
U4053,10,327,144,21,38,8,4,3,1,622013,99.27,17,451,N5
U4054,2,167,83,64,35,7,5,4,1,632984,63.07,2,329,N4
U4055,20,374,123,49,41,18,3,5,2,828263,70.2,20,483,N5
U4056,11,453,165,99,60,20,5,3,5,782002,51.91,7,125,N1
U4057,12,92,42,47,39,12,5,2,1,853377,70.52,8,334,N4
U4058,13,143,129,55,15,6,5,5,2,107253,59.6,11,166,N2
U4059,16,112,162,95,88,9,5,3,5,492763,50.29,7,10,N3
U4060,9,333,197,9,71,20,4,2,5,330135,96.73,19,165,N4
U4061,6,315,129,29,48,20,5,5,3,664219,99.59,8,472,N2
U4062,17,132,123,74,6,20,2,5,3,618769,78.2,16,283,N5
U4063,17,463,129,6,88,18,4,5,1,348437,71.62,6,76,N5
U4064,14,289,197,12,36,7,5,3,1,719648,68.35,12,358,N1
U4065,6,259,152,86,59,11,3,3,3,993352,99.73,9,148,N2
U4066,2,465,184,75,48,14,3,4,4,762986,88.1,5,440,N1
U4067,7,237,20,88,86,9,3,2,1,565518,81.4,14,484,N4
U4068,9,359,197,5,23,14,3,2,1,585596,69.0,5,63,N4
U4069,18,138,16,51,13,13,2,5,5,363191,70.35,5,101,N5
U4070,15,330,181,100,57,11,5,3,2,115612,70.08,5,213,N1
U4071,18,232,138,24,31,9,1,5,3,107064,67.29,5,52,N2
U4072,18,159,112,78,56,10,4,3,1,115757,62.57,15,374,N3
U4073,15,406,198,99,79,15,2,3,3,288607,68.98,2,135,N5
U4074,10,399,74,67,92,15,2,3,4,580783,66.45,6,242,N5
U4075,7,115,145,28,25,19,1,3,2,838902,93.48,8,480,N3
U4076,12,173,82,36,44,11,4,1,5,574424,73.12,20,401,N2
U4077,9,372,68,29,87,15,1,5,4,534070,69.87,19,219,N1
U4078,5,128,160,53,77,13,4,4,1,286252,58.74,3,300,N4
U4079,1,162,31,43,74,14,4,1,1,534527,80.48,13,451,N2
U4080,18,314,33,37,33,15,4,2,2,348967,50.37,13,77,N1
U4081,6,429,192,29,98,15,2,2,2,388243,50.11,6,216,N2
U4082,18,482,103,36,84,11,1,3,5,222622,61.73,8,231,N2
U4083,15,229,25,38,79,17,5,3,2,740281,96.76,15,391,N3
U4084,14,489,138,90,20,14,1,4,4,970856,84.66,8,486,N3
U4085,8,115,30,73,29,7,3,5,5,515380,69.92,3,396,N2
U4086,16,378,133,97,51,18,5,5,1,853894,81.5,6,360,N4
U4087,10,327,105,84,40,11,2,4,5,521049,66.05,6,173,N5
U4088,9,399,130,43,20,12,2,3,4,991258,68.02,6,11,N1
U4089,15,335,47,5,36,18,3,4,4,695485,92.29,18,278,N1
U4090,16,405,47,58,72,6,3,5,1,641598,87.17,16,168,N4
U4091,14,274,145,24,68,12,3,3,1,100125,50.18,20,320,N4
U4092,2,196,92,51,53,12,5,1,1,517888,89.55,16,450,N5
U4093,15,345,144,59,94,18,3,2,3,319281,58.59,17,194,N1
U4094,11,78,86,16,98,20,4,4,3,426352,50.06,4,18,N1
U4095,10,160,30,61,64,19,1,3,5,217911,66.42,18,475,N1
U4096,18,393,69,82,58,17,1,3,2,818842,52.84,7,275,N2
U4097,15,483,144,62,39,12,4,1,4,191828,56.04,16,187,N1
U4098,20,77,143,33,54,12,4,5,3,514238,86.35,3,456,N5
U4099,4,195,112,24,58,12,5,4,4,900279,93.42,13,308,N5
U4100,7,394,63,80,60,5,3,4,2,746103,94.92,9,172,N2
U4101,13,241,74,46,7,17,1,5,4,556555,58.38,13,243,N5
U4102,8,296,52,28,74,14,5,1,4,489110,62.72,13,47,N5
U4103,2,102,158,28,82,3,4,5,5,875906,83.12,17,344,N4
U4104,10,184,192,23,49,16,1,1,4,222104,77.02,3,315,N2
U4105,6,324,163,74,26,19,2,4,1,856150,78.63,5,372,N2
U4106,12,183,167,62,99,17,2,1,4,621362,96.71,14,45,N3
U4107,8,455,180,51,79,14,3,3,3,838504,98.91,4,224,N2
U4108,3,65,47,17,83,3,3,5,1,898589,53.61,16,139,N4
U4109,12,325,184,69,28,15,2,2,5,778134,69.7,15,192,N5
U4110,20,327,77,54,47,11,4,3,3,675307,81.89,8,168,N3
U4111,18,353,132,25,92,8,2,4,4,487755,74.67,5,24,N2
U4112,19,186,196,55,23,20,3,1,1,256285,92.76,10,69,N5
U4113,3,240,167,89,17,14,1,5,5,424596,82.38,2,497,N4
U4114,18,482,151,48,44,6,4,2,5,501299,60.74,9,432,N3
U4115,12,140,102,68,79,20,3,2,3,302508,54.84,3,84,N3
U4116,18,390,162,12,6,13,5,5,4,707184,51.0,8,122,N1
U4117,6,482,136,83,88,19,4,1,5,187103,91.95,10,214,N4
U4118,14,345,71,65,53,15,1,3,5,616268,98.58,16,65,N3
U4119,14,465,57,64,63,6,1,1,4,984513,81.79,5,376,N3
U4120,11,247,135,48,84,14,1,5,3,610463,53.78,20,81,N1
U4121,8,234,117,66,78,12,3,4,2,160251,92.91,7,380,N2
U4122,18,456,171,85,44,20,4,2,4,771861,71.15,7,474,N1
U4123,14,441,26,15,12,14,5,4,3,115142,58.45,19,248,N5
U4124,3,192,25,31,60,9,5,4,3,413414,91.87,12,361,N1
U4125,12,496,121,53,17,17,4,4,1,622919,57.45,11,355,N2
U4126,6,212,173,24,46,7,5,2,5,953954,56.23,1,60,N1
U4127,4,206,14,53,12,4,5,2,2,318635,98.95,6,321,N4
U4128,12,238,15,63,8,11,5,2,4,112496,84.75,19,357,N1
U4129,15,203,59,95,17,17,5,3,4,814482,51.3,3,445,N3
U4130,20,387,183,94,6,18,1,5,5,588598,61.87,11,230,N4
U4131,14,438,134,27,30,3,2,1,2,517599,86.78,5,479,N3
U4132,15,403,64,18,8,20,2,1,1,223882,84.24,9,142,N3
U4133,15,471,174,70,20,8,2,4,1,543183,95.36,16,295,N1
U4134,16,278,141,19,19,17,1,1,5,298541,91.66,19,370,N4
U4135,18,62,92,16,35,15,4,5,2,944598,91.11,17,460,N4
U4136,2,257,102,21,5,3,5,2,2,937670,82.65,10,356,N5
U4137,18,426,160,68,85,11,5,2,3,124635,56.77,5,79,N3
U4138,17,230,25,17,96,18,4,2,3,168405,96.16,16,109,N5
U4139,13,289,151,69,18,10,5,2,3,814048,70.93,12,463,N4
U4140,8,162,54,88,72,15,3,1,5,179114,76.91,3,434,N4
U4141,12,259,68,50,98,5,1,3,5,460231,83.25,11,9,N2
U4142,14,88,129,31,34,17,2,1,3,252151,79.84,7,280,N2
U4143,13,161,48,53,5,9,2,2,1,388991,57.8,1,119,N2
U4144,20,178,107,72,81,9,4,3,3,301811,93.1,17,51,N3
U4145,10,495,33,16,59,3,1,5,4,262201,79.59,12,236,N2
U4146,4,403,162,11,76,10,2,5,3,442342,51.9,13,470,N1
U4147,14,250,192,84,61,19,2,1,3,296809,53.77,17,474,N4
U4148,17,447,68,91,64,3,4,3,4,157649,73.43,13,276,N4
U4149,12,283,72,28,73,7,4,2,1,622616,55.65,13,12,N4
U4150,6,340,76,74,22,6,5,2,2,860119,75.88,20,98,N1
U4151,15,136,177,37,34,14,3,3,5,985719,93.16,15,134,N2
U4152,2,63,146,66,19,18,3,3,3,136499,63.25,5,97,N2
U4153,1,145,188,39,8,20,2,5,2,781299,81.02,7,393,N1
U4154,3,317,185,5,75,4,3,4,1,102104,99.32,3,459,N2
U4155,9,225,125,77,57,5,5,1,3,989478,83.25,11,354,N1
U4156,6,148,119,51,99,12,1,5,2,976538,50.79,4,65,N1
U4157,6,251,83,76,81,11,4,3,2,112046,83.75,15,85,N4
U4158,20,86,112,58,26,4,1,2,1,187482,76.17,10,260,N5
U4159,9,184,59,30,23,19,1,1,1,622698,52.54,17,392,N3
U4160,5,351,129,53,45,6,4,3,1,107428,86.06,13,329,N5
U4161,12,332,70,56,70,10,3,1,2,488936,54.17,19,333,N5
U4162,19,298,94,30,69,20,3,5,1,791015,97.26,7,193,N3
U4163,5,417,122,95,10,13,4,4,2,900614,53.94,5,35,N4
U4164,20,351,105,86,73,19,3,2,2,916117,50.42,10,289,N5
U4165,16,93,128,30,50,7,4,2,5,137809,55.93,5,108,N4
U4166,9,152,137,20,30,7,2,3,4,246039,95.85,17,445,N3
U4167,17,169,185,46,87,12,3,3,4,988095,78.03,19,135,N5
U4168,18,135,41,8,70,18,3,5,2,765777,60.84,15,463,N3
U4169,5,196,56,68,74,7,3,5,2,542808,88.03,8,95,N3
U4170,11,443,82,43,61,12,1,4,4,338543,50.88,18,183,N3
U4171,10,432,94,85,25,10,4,5,1,632350,99.26,17,339,N4
U4172,20,88,76,43,92,10,2,2,3,307697,89.76,17,323,N1
U4173,18,462,176,51,64,18,4,2,5,301300,60.12,19,479,N4
U4174,12,51,122,69,9,16,4,4,2,499723,63.07,13,474,N2
U4175,12,225,185,76,25,3,2,2,4,376434,92.25,6,88,N1
U4176,15,478,68,55,20,15,2,5,1,884912,88.91,18,16,N4
U4177,19,226,84,29,55,9,3,1,4,912112,96.93,16,42,N1
U4178,12,73,53,93,81,12,3,3,5,302169,55.69,13,387,N3
U4179,15,494,127,40,64,6,1,1,2,801030,50.59,15,234,N2
U4180,11,137,199,34,96,3,2,4,2,457741,51.13,4,352,N2
U4181,20,174,132,89,56,19,1,5,2,793658,51.85,15,54,N4
U4182,1,90,71,15,22,19,4,2,1,756428,74.15,20,481,N5
U4183,4,446,164,81,27,4,2,1,3,205686,52.82,14,364,N2
U4184,6,204,25,47,83,11,5,1,5,843546,94.88,6,277,N1
U4185,11,204,121,51,8,4,1,1,1,169752,57.85,4,41,N5
U4186,17,173,30,16,8,4,4,1,1,285765,95.04,19,95,N3
U4187,2,96,148,60,41,19,5,3,1,753155,51.83,15,352,N2
U4188,7,104,198,62,99,20,4,3,3,557668,84.43,13,291,N5
U4189,18,354,152,62,96,15,5,4,1,344905,55.23,13,185,N2
U4190,11,192,61,66,48,6,1,2,4,890085,74.75,7,204,N3
U4191,4,106,70,10,28,12,1,2,4,492462,75.45,16,220,N2
U4192,17,226,154,80,24,14,4,4,4,759939,95.1,7,220,N1
U4193,7,219,17,88,47,10,3,2,2,676088,67.29,15,462,N2
U4194,7,130,53,20,9,3,5,3,1,697193,82.23,1,183,N1
U4195,16,471,57,88,89,15,4,1,2,683236,53.21,9,426,N2
U4196,16,93,170,95,37,17,5,1,3,137322,57.58,3,49,N2
U4197,8,222,83,26,97,18,1,3,1,355000,58.97,9,323,N4
U4198,20,152,179,11,11,14,5,1,3,966099,73.57,4,153,N5
U4199,8,373,10,54,51,13,4,2,3,358590,73.2,8,489,N3
U4200,7,81,72,11,74,14,5,5,4,408364,55.43,11,72,N1
U4201,18,379,19,83,48,17,5,2,5,312568,85.42,13,153,N4
U4202,11,406,73,50,66,7,1,2,1,143706,59.72,11,220,N3
U4203,20,57,131,61,33,15,5,4,4,386915,76.64,6,58,N1
U4204,3,259,62,38,71,17,2,2,1,915361,64.87,5,233,N1
U4205,5,169,129,58,32,5,3,5,1,880484,56.81,4,84,N4
U4206,5,221,35,62,31,13,1,1,3,130638,64.37,13,135,N4
U4207,4,193,196,92,15,13,5,4,5,420367,50.12,19,496,N2
U4208,19,93,45,35,37,16,1,3,1,758144,73.47,17,426,N5
U4209,5,409,74,21,62,10,5,5,3,184269,57.78,20,417,N1
U4210,8,399,133,32,88,13,4,3,5,658778,50.62,16,282,N4
U4211,6,217,102,53,63,8,1,1,1,577195,59.87,18,439,N1
U4212,13,351,102,89,8,20,3,5,3,657015,51.64,10,381,N2
U4213,1,333,95,63,39,15,1,3,2,430340,59.2,19,379,N5
U4214,16,130,39,36,99,15,2,3,4,615379,69.61,13,180,N5
U4215,12,183,116,24,81,11,1,1,1,230213,73.58,14,342,N4
U4216,16,348,110,86,11,19,5,5,2,941332,70.74,18,493,N5
U4217,9,314,142,36,82,14,3,1,2,743835,64.79,18,118,N4
U4218,13,443,163,90,72,5,5,2,4,413473,79.92,8,106,N1
U4219,7,150,128,55,28,19,4,5,2,955934,93.4,15,142,N5
U4220,3,174,68,72,16,15,2,5,4,317792,96.71,10,434,N4
U4221,19,299,150,92,40,19,2,3,1,712098,96.99,3,67,N2
U4222,5,440,42,82,53,11,4,3,3,238619,78.88,7,146,N4
U4223,19,116,148,41,44,20,2,5,5,414750,86.38,5,333,N1
U4224,3,312,22,82,71,6,4,1,2,936969,86.54,17,80,N5
U4225,3,349,100,34,57,5,2,1,5,784545,74.48,9,374,N3
U4226,10,198,95,70,60,16,5,5,3,644059,80.89,17,77,N4
U4227,7,293,113,13,63,20,5,4,2,880987,58.91,19,427,N3
U4228,19,50,140,72,77,11,4,4,3,514272,94.68,7,40,N1
U4229,2,219,75,60,58,16,1,2,5,114145,72.59,3,99,N1
U4230,4,335,10,90,34,8,4,5,4,664302,59.08,11,417,N4
U4231,9,457,118,7,38,11,3,2,1,223658,58.2,2,117,N2
U4232,17,271,183,76,39,7,2,5,4,563250,62.16,4,362,N3
U4233,18,347,197,88,30,14,2,5,1,393192,65.67,19,97,N5
U4234,17,420,19,83,44,20,4,3,5,317022,67.77,20,14,N3
U4235,12,494,191,74,81,13,4,2,4,622929,88.47,14,315,N3
U4236,10,333,168,17,87,10,4,5,3,198771,57.31,4,249,N5
U4237,9,276,53,69,80,10,3,2,2,698335,98.23,12,403,N1
U4238,10,58,68,50,55,13,3,3,3,910639,83.97,3,277,N5
U4239,11,340,175,70,41,7,5,5,5,746563,54.96,8,30,N1
U4240,3,153,52,93,67,17,3,2,3,135999,53.72,13,184,N1
U4241,15,304,137,5,100,16,3,2,1,951022,56.07,9,469,N4
U4242,12,112,153,36,35,7,1,3,2,146669,78.82,16,397,N5
U4243,20,376,110,67,41,5,3,2,5,163036,56.46,16,355,N1
U4244,17,421,189,13,52,20,5,2,1,868544,92.93,18,68,N2
U4245,2,138,117,20,69,8,5,3,2,321769,66.94,4,153,N3
U4246,11,217,121,24,89,8,4,2,1,144329,51.28,17,412,N4
U4247,8,143,22,38,71,8,2,4,1,946605,77.77,13,49,N4
U4248,11,154,93,34,59,10,1,1,3,524636,77.81,1,91,N2
U4249,10,245,19,8,15,18,1,4,2,803268,52.57,12,145,N3
U4250,19,329,74,27,89,10,5,1,1,320031,85.88,3,6,N1
U4251,4,75,131,93,16,5,4,2,1,900776,61.15,14,326,N1
U4252,18,103,21,87,64,18,2,3,5,737479,59.19,10,33,N4
U4253,7,96,151,62,91,20,2,4,1,382122,52.45,16,325,N2
U4254,5,50,19,13,43,6,5,2,5,428703,82.04,19,178,N3
U4255,13,426,140,44,39,11,4,2,4,967625,96.57,4,3,N4
U4256,10,277,196,75,8,19,1,5,5,971497,77.94,11,26,N2
U4257,8,147,159,28,55,5,2,2,5,603255,99.43,7,347,N2
U4258,19,148,187,26,72,4,3,2,2,981805,51.92,5,370,N4
U4259,5,309,189,61,93,20,3,4,1,919760,69.88,3,308,N4
U4260,7,53,143,5,53,6,3,1,1,576003,79.48,19,474,N1
U4261,4,249,100,84,81,12,5,2,1,700449,82.92,2,416,N5
U4262,3,263,163,41,20,9,2,3,5,892035,84.61,1,365,N4
U4263,3,472,35,42,37,19,3,2,4,107912,51.21,17,139,N2
U4264,16,97,103,9,73,16,2,4,3,615616,50.86,18,368,N1
U4265,10,100,33,23,43,14,5,5,5,828138,57.28,15,449,N5
U4266,20,178,62,73,44,7,3,3,1,968994,85.27,2,127,N5
U4267,9,182,126,95,58,20,3,5,5,935797,61.34,17,433,N2
U4268,17,220,47,45,37,15,2,2,1,394345,79.47,6,428,N5
U4269,15,89,151,15,77,5,4,4,5,477252,68.56,16,281,N2
U4270,14,203,73,60,52,13,5,5,1,424353,81.9,5,45,N2
U4271,20,64,58,31,38,8,5,2,1,676377,65.37,10,70,N3
U4272,16,311,19,52,88,18,5,5,4,348521,89.15,2,323,N5
U4273,13,375,165,81,92,3,2,1,1,368672,91.63,4,374,N1
U4274,13,182,139,9,5,14,3,4,5,245891,51.9,9,183,N3
U4275,1,377,16,49,42,6,1,4,3,832134,90.63,13,31,N5
U4276,17,364,80,30,78,15,2,2,4,688024,78.34,19,306,N2
U4277,11,366,174,50,85,6,4,2,5,519553,69.05,20,432,N2
U4278,13,410,89,17,71,19,3,3,1,535834,65.6,15,321,N1
U4279,10,157,71,34,35,7,1,4,2,669204,51.33,6,47,N2
U4280,4,348,94,57,55,10,1,4,5,238719,88.71,14,105,N2
U4281,19,253,72,71,84,13,3,3,5,129842,54.65,2,124,N3
U4282,9,490,195,36,23,3,2,3,4,580152,63.69,2,61,N4
U4283,4,443,181,14,93,12,2,2,3,624058,65.85,5,221,N1
U4284,12,206,28,72,66,7,4,3,3,861473,77.25,15,187,N4
U4285,16,452,71,57,85,4,4,3,3,509243,78.97,5,300,N5
U4286,16,135,35,14,51,8,1,4,2,172542,72.52,11,446,N4
U4287,11,492,14,70,29,6,3,2,2,543146,65.58,19,129,N2
U4288,8,216,127,46,42,18,4,2,5,662583,64.12,2,156,N2
U4289,4,222,56,64,65,5,4,1,1,449725,81.55,19,487,N4
U4290,2,298,161,26,34,15,3,4,4,149698,54.25,9,39,N1
U4291,20,440,152,43,8,4,2,5,3,236081,81.46,1,155,N4
U4292,18,172,145,82,88,20,4,4,3,575476,62.34,13,244,N3
U4293,6,180,186,39,66,12,2,1,5,701890,75.87,12,346,N4
U4294,7,213,51,65,41,3,1,4,3,207038,63.0,11,1,N1
U4295,1,204,150,95,67,13,1,3,5,224904,74.55,11,136,N3
U4296,8,415,175,78,45,10,2,5,2,385778,93.46,9,23,N4
U4297,16,373,149,71,24,4,1,4,3,180576,85.68,19,350,N5
U4298,13,191,124,31,87,7,1,1,3,151899,96.56,18,335,N1
U4299,14,129,89,67,91,19,5,2,4,793683,56.04,11,133,N1
U4300,10,322,79,25,100,10,5,5,4,760592,51.23,13,123,N3
U4301,17,419,66,20,38,14,4,3,4,888492,53.33,14,294,N4
U4302,13,349,32,91,15,6,4,5,2,159427,56.87,3,321,N5
U4303,11,155,72,54,14,14,4,2,4,940483,50.29,6,473,N5
U4304,20,241,181,59,81,20,2,2,3,110306,58.62,14,7,N3
U4305,18,491,175,38,39,8,4,3,3,308483,74.81,13,295,N2
U4306,13,494,161,87,14,6,5,1,1,319872,65.82,17,137,N3
U4307,15,113,119,25,89,11,5,2,3,682052,84.87,12,327,N5
U4308,9,198,136,51,22,17,4,5,2,725634,62.81,6,86,N5
U4309,19,57,154,45,35,12,1,3,1,845457,73.99,17,225,N4
U4310,9,453,162,14,39,14,5,1,3,188878,63.55,9,72,N1
U4311,5,422,49,87,78,13,5,2,5,201605,80.11,1,299,N2
U4312,9,333,22,35,79,15,5,2,4,527253,56.39,15,437,N5
U4313,7,137,131,12,59,19,4,4,4,407485,93.94,19,411,N1
U4314,16,120,73,76,47,8,3,2,3,160586,78.9,7,187,N1
U4315,2,146,53,18,5,11,2,1,5,424743,51.44,20,119,N2
U4316,15,272,45,84,7,20,3,4,4,890795,55.77,13,72,N1
U4317,4,82,149,94,72,5,4,3,2,190635,67.18,16,409,N3
U4318,10,298,164,40,44,12,5,4,4,870417,62.88,11,384,N1
U4319,16,191,35,11,97,7,1,1,2,516117,89.96,11,492,N1
U4320,3,410,31,81,76,10,1,3,4,762015,80.7,14,230,N1
U4321,8,412,110,53,88,19,3,3,2,253604,54.63,20,300,N2
U4322,12,109,86,57,28,5,2,1,5,505045,58.33,15,202,N2
U4323,12,145,171,71,87,18,3,5,1,176777,65.93,1,482,N2
U4324,17,320,92,76,12,7,3,1,1,836396,55.42,6,350,N5
U4325,1,489,128,80,27,20,2,2,3,149998,70.55,16,118,N3
U4326,1,214,153,9,60,16,1,4,1,256883,93.85,20,492,N2
U4327,8,306,168,9,51,15,3,3,5,333819,73.52,12,401,N1
U4328,1,199,80,71,61,12,2,1,4,728007,68.35,5,380,N3
U4329,17,467,46,8,51,6,2,5,1,366737,54.6,13,130,N5
U4330,15,230,115,46,73,11,2,4,4,852490,96.84,3,7,N2
U4331,15,105,128,18,49,11,5,5,4,774459,56.74,6,395,N1
U4332,15,82,152,61,34,9,5,2,2,624122,85.04,16,276,N5
U4333,12,178,37,68,31,7,3,5,1,829000,63.91,11,264,N4
U4334,6,297,13,59,24,6,2,3,3,256692,94.86,1,330,N3
U4335,17,128,150,98,58,8,5,2,4,674780,72.76,20,371,N2
U4336,15,142,59,49,71,17,5,4,2,333897,80.3,12,217,N2
U4337,7,242,16,96,86,13,4,1,1,781138,91.68,8,186,N2
U4338,1,108,69,27,100,16,1,3,5,678610,53.71,14,393,N5
U4339,6,152,155,34,60,9,3,5,5,782998,79.67,12,136,N5
U4340,7,304,53,31,54,19,4,5,5,255251,87.78,15,161,N5
U4341,4,225,86,30,33,13,4,4,3,452685,90.02,4,382,N5
U4342,20,262,185,86,21,13,3,5,3,311893,61.55,7,399,N3
U4343,19,466,58,83,67,20,3,4,1,940370,66.1,12,159,N1
U4344,17,98,118,84,91,13,1,5,5,493167,70.87,17,456,N1
U4345,13,160,142,85,32,9,4,3,1,883630,53.36,8,127,N4
U4346,17,51,123,41,81,18,5,3,1,610134,98.93,14,106,N1
U4347,11,436,55,65,16,20,1,3,3,948744,61.36,16,370,N4
U4348,13,157,197,15,78,11,2,1,4,164695,50.27,6,314,N5
U4349,2,362,55,52,66,13,2,2,3,749289,57.73,5,286,N1
U4350,14,64,47,97,34,15,4,2,1,525222,59.91,6,392,N1
U4351,4,60,188,21,43,7,3,3,2,960069,96.76,12,468,N3
U4352,17,427,39,31,85,11,2,3,5,427475,68.09,17,310,N5
U4353,12,423,51,86,5,17,4,4,5,781018,73.38,13,39,N1
U4354,1,201,111,72,20,8,1,1,2,903008,99.69,2,64,N4
U4355,10,385,92,36,49,10,3,2,3,500439,91.85,8,168,N1
U4356,10,495,130,53,22,3,5,3,5,571486,76.38,8,212,N2
U4357,16,281,33,15,85,7,1,5,1,882991,66.66,15,88,N1
U4358,18,292,77,66,94,6,4,4,5,521088,58.77,18,78,N4
U4359,10,458,39,14,95,17,2,2,4,853368,55.7,16,390,N3
U4360,9,304,190,10,36,17,1,2,1,912584,74.94,2,479,N3
U4361,5,423,102,54,63,11,5,2,5,822864,99.17,16,139,N5
U4362,17,66,126,49,71,14,2,4,3,339050,56.8,13,111,N1
U4363,17,201,67,11,22,3,3,2,3,751787,73.83,14,74,N4
U4364,14,387,102,35,20,13,3,2,4,395253,82.14,10,247,N3
U4365,3,336,170,71,11,14,2,2,5,595373,73.04,3,225,N3
U4366,4,231,103,83,68,20,4,1,5,925500,61.71,14,131,N2
U4367,5,417,180,40,20,6,4,2,1,384592,70.09,20,67,N3
U4368,1,150,28,76,20,7,1,1,5,255467,96.51,11,83,N3
U4369,13,149,124,39,33,7,1,2,5,107260,64.62,13,233,N2
U4370,5,189,162,9,8,10,4,1,4,812915,53.58,17,241,N4
U4371,19,129,159,67,73,19,3,2,2,624098,95.38,5,234,N3
U4372,11,307,141,47,84,18,2,5,3,501364,84.01,14,18,N3
U4373,1,223,188,78,8,9,4,3,4,917770,55.54,1,45,N1
U4374,8,455,185,13,6,12,1,4,2,421097,92.77,19,189,N2
U4375,6,89,200,97,87,16,2,1,5,785007,64.22,4,228,N5
U4376,18,367,39,10,92,20,3,1,5,346356,56.53,4,80,N3
U4377,9,261,25,46,56,14,3,4,4,212528,57.28,9,171,N2
U4378,3,385,198,83,18,13,2,1,5,822338,98.2,1,308,N1
U4379,8,95,41,50,47,8,3,4,5,305119,60.34,7,17,N4
U4380,15,448,41,21,8,5,5,5,3,173749,53.69,10,39,N3
U4381,3,342,162,82,23,18,4,5,2,987084,74.04,11,227,N5
U4382,14,201,69,30,22,12,2,1,1,908615,56.58,15,158,N4
U4383,20,103,199,33,19,7,2,5,1,652572,78.03,6,231,N4
U4384,3,216,193,68,24,16,2,3,2,120461,57.22,15,100,N5
U4385,6,211,66,45,38,8,2,4,5,903130,89.2,7,386,N4
U4386,15,69,115,84,54,14,1,3,3,759961,65.5,13,85,N4
U4387,16,211,127,21,17,6,4,5,4,340511,93.89,13,283,N5
U4388,16,308,10,36,93,9,2,4,1,455460,65.41,6,80,N3
U4389,1,210,174,8,83,8,5,3,5,447215,85.82,14,346,N5
U4390,11,497,136,60,17,17,4,5,2,654346,79.54,10,427,N1
U4391,2,155,117,24,70,19,4,5,5,924908,65.05,1,431,N4
U4392,14,273,49,70,28,6,1,1,2,632076,66.13,1,123,N3
U4393,6,398,160,77,36,17,1,1,2,127662,85.29,16,266,N4
U4394,11,427,10,77,19,9,4,2,4,669726,92.18,16,353,N4
